Name,Company,Built,Capacity,Crew,EnrouteDuration,OriginPort,OriginCountry,DestinationPort,DestinationCountry
Quis Alias,Antong Holdings (QASC),2008,12300,Burundi,43,Ningbo-Zhoushan,China,Busan,South Korea
Voluptatem Est,Maersk,1973,6400,Venezuela,120,Rotterdam,The Netherlands,Tokyo,Japan
Tempora Repellat,CMA CGM,1970,1700,United Arab Emirates,88,Tianjin,China,Busan,South Korea
Quae Aut,Antong Holdings (QASC),1965,12200,Zambia,45,Salalah,Oman,Colombo,Sri Lanka
Incidunt Aut,Maersk,1960,8300,Norway,40,Shenzhen,China,Tanjung Pelepas,Malaysia
Velit Ut,Maersk,1998,9900,Cuba,90,Xiamen,China,Antwerp,Belgium
Illo Maxime,COSCO Shipping,1968,9600,Morocco,38,Busan,South Korea,Singapore,Singapore
Officia Et,Maersk,1967,15100,United Arab Emirates,46,Hamburg,Germany,Tianjin,China
Voluptates Repellendus,Ocean Network Express,2002,14000,Grenada,25,Busan,South Korea,Ningbo-Zhoushan,China
Corrupti Amet,Ocean Network Express,1985,9400,Belize,22,Ningbo-Zhoushan,China,Rotterdam,The Netherlands
Porro Ut,Ocean Network Express,1950,14000,Afghanistan,25,Ningbo-Zhoushan,China,Cai Mep,Vietnam
Voluptas Adipisci,Hapag-Lloyd,1995,3800,New Zealand,120,Shenzhen,China,Los Angeles,U.S.A.
Aut Vitae,Maersk,1967,8900,French Guiana,76,Shanghai,China,Barcelona,Spain
Omnis Voluptates,Matson,1996,8300,Nicaragua,38,Piraeus,Greece,Hamburg,Germany
Iste Maxime,Hapag-Lloyd,1996,6900,Western Sahara,27,Salalah,Oman,Antwerp,Belgium
Hic Magni,CMA CGM,1969,8800,India,120,Guangzhou Harbor,China,Salalah,Oman
Sint Quo,Ocean Network Express,1956,17400,Saudi Arabia,79,Singapore,Singapore,Bremen/Bremerhaven,Germany
Nihil Ut,CMA CGM,2016,14600,Myanmar,38,Xiamen,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Soluta Ut,CMA CGM,2013,12100,Democratic People's Republic of Korea,72,Shanghai,China,Rotterdam,The Netherlands
Quae Odit,Hapag-Lloyd,1990,15800,United States of America,40,Singapore,Singapore,Qingdao,China
Reiciendis Inventore,COSCO Shipping,1967,5100,South Africa,24,Bremen/Bremerhaven,Germany,Qingdao,China
Et Eius,Ocean Network Express,1970,6300,Palau,102,Los Angeles,U.S.A.,Ningbo-Zhoushan,China
Nihil Fuga,COSCO Shipping,2020,16300,Mayotte,22,Kaohsiung,Taiwan,Ningbo-Zhoushan,China
Non Eum,CMA CGM,1954,11600,Namibia,110,Singapore,Singapore,Tanjung Priok,Indonesia
Fuga Pariatur,Evergreen Marine,1966,17600,Italy,78,Jebel Ali,United Arab Emirates,Nanjing,China
Neque Reprehenderit,Mediterranean Shipping Company,1988,18000,Netherlands Antilles,52,Busan,South Korea,Shanghai,China
Numquam Rerum,CMA CGM,1976,7600,Mexico,61,Antwerp,Belgium,Lianyunguang,China
Voluptates Aliquam,Shandong International Transportation Corporation,1963,17100,Ecuador,116,Busan,South Korea,Bremen/Bremerhaven,Germany
Similique Fugiat,CMA CGM,1998,17600,Indonesia,105,Hong Kong,China,New York-New Jersey,U.S.A.
Ab Veritatis,CMA CGM,2012,12000,United Kingdom,56,Xiamen,China,Algeciras,Spain
Nam Odit,Yang Ming Marine Transport Corporation,1962,15000,Senegal,76,Shanghai,China,Tanjung Pelepas,Malaysia
Facere Nesciunt,COSCO Shipping,1952,15700,Greenland,27,Ho Chi Minh City,Vietnam,Hamburg,Germany
Possimus Sint,Maersk,1999,9600,Pitcairn Islands,72,Hamburg,Germany,Shenzhen,China
Veniam Reprehenderit,Mediterranean Shipping Company,1971,7900,Saint Vincent and the Grenadines,106,Shanghai,China,Port Klang,Malaysia
Non Tempora,Hapag-Lloyd,2000,3500,Nicaragua,31,Shanghai,China,Hanshin Port,Japan
Laudantium Dolorem,Ocean Network Express,1982,13400,Jordan,53,Bremen/Bremerhaven,Germany,Tanger Med,Morocco
Ducimus Hic,Maersk,1951,16700,Singapore,118,Hamburg,Germany,Fuzhou,China
Qui Eos,Sinokor Merchant Marine,1990,5300,Nauru,41,Guangzhou Harbor,China,Colombo,Sri Lanka
Fuga Eius,Sinokor Merchant Marine,1972,15300,Rwanda,59,Tanjung Priok,Indonesia,Vancouver,Canada
Similique Error,COSCO Shipping,1971,17000,Guinea,103,Tanjung Pelepas,Malaysia,Antwerp,Belgium
Tenetur Molestiae,CMA CGM,2008,13800,Falkland Islands (Malvinas),26,Shenzhen,China,Jawarharlal Nehru Port (Nhava Sheva),India
Nam Quo,CMA CGM,2019,17600,Lesotho,76,Hamburg,Germany,Tokyo,Japan
Sapiente Quas,COSCO Shipping,1991,6100,Antigua and Barbuda,81,Felixstowe,U.K.,Yingkou,China
Sequi Animi,Sinotrans,2000,16000,Brunei Darussalam,80,Rizhao,China,Singapore,Singapore
Exercitationem Enim,CMA CGM,2004,12300,Bhutan,108,Dalian,China,Singapore,Singapore
Et Assumenda,Hapag-Lloyd,2014,6200,Gibraltar,44,Guangzhou Harbor,China,Busan,South Korea
Non Molestiae,Maersk,2000,13300,Zimbabwe,91,Busan,South Korea,Ningbo-Zhoushan,China
Excepturi Omnis,TS Lines,1973,3400,Svalbard & Jan Mayen Islands,76,Tanjung Pelepas,Malaysia,Singapore,Singapore
Commodi Consequatur,Antong Holdings (QASC),1970,9700,American Samoa,47,Rotterdam,The Netherlands,Kaohsiung,Taiwan
Enim Nihil,Global Feeder Shipping,1999,6800,Dominican Republic,99,New York-New Jersey,U.S.A.,Keihin Ports,Japan
Voluptates Iure,Maersk,1985,12300,Slovenia,88,Kaohsiung,Taiwan,Guangzhou Harbor,China
Totam In,COSCO Shipping,1975,2500,Niger,28,Barcelona,Spain,Shenzhen,China
Minus Voluptate,X-Press Feeders,1995,11500,Bahrain,46,Fuzhou,China,Colombo,Sri Lanka
Quod Accusamus,Mediterranean Shipping Company,2016,14200,Iceland,99,Laem Chabang,Thailand,Kaohsiung,Taiwan
Autem Praesentium,Maersk,1982,16800,"Virgin Islands, U.S.",105,Rotterdam,The Netherlands,Ningbo-Zhoushan,China
Placeat Ab,Mediterranean Shipping Company,1986,7200,Saint Helena,66,Jawarharlal Nehru Port (Nhava Sheva),India,Shanghai,China
Accusantium Explicabo,Mediterranean Shipping Company,1991,13500,Seychelles,65,New York-New Jersey,U.S.A.,Jebel Ali,United Arab Emirates
Totam Labore,Maersk,1980,6700,Guatemala,33,Hong Kong,China,New York-New Jersey,U.S.A.
Expedita Eos,Hyundai Merchant Marine,1956,14600,Nauru,116,Vancouver,Canada,Savannah,U.S.A.
Reprehenderit Laudantium,Maersk,1999,11200,Panama,58,Salalah,Oman,Tokyo,Japan
Excepturi Id,SM Line,1958,9400,Vanuatu,26,Felixstowe,U.K.,Hong Kong,China
Deserunt Repellat,Pacific International Lines,2010,16200,Georgia,87,Rotterdam,The Netherlands,Singapore,Singapore
Quia Iste,Zhonggu Logistics,2018,11500,Malaysia,28,Colombo,Sri Lanka,Shenzhen,China
Dolorem Sunt,Pacific International Lines,1954,11700,Montenegro,23,Ningbo-Zhoushan,China,Jebel Ali,United Arab Emirates
Vel Inventore,COSCO Shipping,2020,4300,Syrian Arab Republic,67,Antwerp,Belgium,Shanghai,China
Magni Et,Mediterranean Shipping Company,2009,13300,Myanmar,45,Antwerp,Belgium,Dongguan,China
Quidem Amet,Unifeeder,1982,12600,Saint Lucia,64,Busan,South Korea,Shanghai,China
Maxime Nesciunt,X-Press Feeders,2012,10700,Saint Barthelemy,54,Long Beach,U.S.A.,Colon,Panama
Quia Doloremque,COSCO Shipping,1987,17800,Denmark,32,Ningbo-Zhoushan,China,Rotterdam,The Netherlands
Et Quia,Wan Hai Lines,1988,16600,Norfolk Island,32,Ningbo-Zhoushan,China,Laem Chabang,Thailand
Iusto Voluptas,Yang Ming Marine Transport Corporation,1983,16600,Isle of Man,93,Ningbo-Zhoushan,China,Hamburg,Germany
Optio Dolores,COSCO Shipping,1999,10300,Greece,52,Shanghai,China,New York-New Jersey,U.S.A.
Non Quia,Hapag-Lloyd,1997,8800,French Guiana,32,Dalian,China,Tanjung Priok,Indonesia
Qui Repellendus,Mediterranean Shipping Company,1983,11400,"Virgin Islands, U.S.",20,Tianjin,China,Singapore,Singapore
Tempore Fugit,Mediterranean Shipping Company,1970,6500,Mayotte,46,Tianjin,China,Rotterdam,The Netherlands
Quae Libero,Ocean Network Express,2019,15600,Bouvet Island (Bouvetoya),87,Ningbo-Zhoushan,China,Los Angeles,U.S.A.
Atque Sequi,Mediterranean Shipping Company,1991,2100,South Georgia and the South Sandwich Islands,34,Hong Kong,China,Busan,South Korea
Aut Non,Mediterranean Shipping Company,1960,15000,Tanzania,47,Laem Chabang,Thailand,Hong Kong,China
Optio Ratione,Mediterranean Shipping Company,2000,13600,Egypt,112,Ningbo-Zhoushan,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Incidunt Laudantium,CMA CGM,2018,4100,Sudan,98,Singapore,Singapore,Dalian,China
Veniam Autem,Maersk,2004,8200,Nicaragua,103,Hamburg,Germany,Salalah,Oman
Laboriosam Esse,Ocean Network Express,1978,6500,South Georgia and the South Sandwich Islands,112,Hong Kong,China,Los Angeles,U.S.A.
Sunt Qui,Mediterranean Shipping Company,1995,1500,Bouvet Island (Bouvetoya),35,Shanghai,China,Savannah,U.S.A.
Alias Qui,Regional Container Lines,1971,7900,Bahamas,75,Kaohsiung,Taiwan,Ningbo-Zhoushan,China
Molestiae Sunt,Pacific International Lines,2014,16400,Andorra,24,Hong Kong,China,Hamburg,Germany
Temporibus Recusandae,Maersk,2010,6000,Ukraine,44,Guangzhou Harbor,China,Singapore,Singapore
Saepe Et,Mediterranean Shipping Company,1992,14800,Turkmenistan,59,Long Beach,U.S.A.,Kaohsiung,Taiwan
Nam Et,Ocean Network Express,1993,4100,Democratic People's Republic of Korea,34,Tanjung Pelepas,Malaysia,Ningbo-Zhoushan,China
Quae Fugiat,COSCO Shipping,1980,15800,Tonga,76,Los Angeles,U.S.A.,Shanghai,China
Officia Exercitationem,Hyundai Merchant Marine,2003,16900,Jamaica,20,Kaohsiung,Taiwan,Busan,South Korea
Error Culpa,Unifeeder,1983,14400,Saint Barthelemy,70,Tianjin,China,Busan,South Korea
Tenetur Et,Maersk,2010,17500,Central African Republic,107,Shenzhen,China,Hanshin Port,Japan
Omnis Eveniet,Korea Marine Transport Company [de],2019,14600,Netherlands,65,Guangzhou Harbor,China,Singapore,Singapore
Et Fuga,Maersk,1956,14800,Greenland,71,Busan,South Korea,Antwerp,Belgium
Ullam Facilis,Zim Integrated Shipping Services,1973,12600,Jordan,101,Singapore,Singapore,Hong Kong,China
Aliquam Explicabo,Hapag-Lloyd,1991,10000,Anguilla,60,Tanjung Pelepas,Malaysia,Algeciras,Spain
Est Reprehenderit,Mediterranean Shipping Company,2017,11800,Finland,26,Hong Kong,China,Jawarharlal Nehru Port (Nhava Sheva),India
Ratione Ipsum,Mediterranean Shipping Company,1994,16300,Austria,39,Qingdao,China,Busan,South Korea
Dolore Aut,Hapag-Lloyd,1983,6900,Montenegro,61,Algeciras,Spain,Tianjin,China
Tenetur Exercitationem,X-Press Feeders,1953,12600,French Southern Territories,50,Tokyo,Japan,Guangzhou Harbor,China
Voluptatibus Corporis,COSCO Shipping,2007,10800,New Caledonia,69,Tanjung Priok,Indonesia,Qingdao,China
Suscipit Voluptatum,COSCO Shipping,1968,12900,Uzbekistan,83,Hong Kong,China,Kaohsiung,Taiwan
Id Aliquam,CMA CGM,1975,11700,Iraq,43,Xiamen,China,Marsaxlokk,Malta
Odio Placeat,COSCO Shipping,1999,1000,Zimbabwe,64,Shanghai,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Officia Maxime,Zhonggu Logistics,1988,9400,Tonga,94,Jebel Ali,United Arab Emirates,Yingkou,China
Cupiditate Voluptatum,Hapag-Lloyd,1998,5500,Andorra,57,Bremen/Bremerhaven,Germany,Hanshin Port,Japan
Harum Aperiam,Maersk,2010,5100,Myanmar,28,Shenzhen,China,Busan,South Korea
Aut Nisi,Maersk,2007,15300,Timor-Leste,31,Bremen/Bremerhaven,Germany,Shanghai,China
Nesciunt Non,COSCO Shipping,2010,15900,Georgia,73,Shenzhen,China,Piraeus,Greece
Impedit Vero,Arkas Container Transport,1992,11500,Georgia,89,Laem Chabang,Thailand,Manila,Philippines
Qui Veritatis,Antong Holdings (QASC),1973,2200,Micronesia,110,Colon,Panama,Shanghai,China
Sint Assumenda,Salam Pacific Indonesia Lines,2004,16800,Germany,114,Shenzhen,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Consequatur Iusto,SM Line,1998,14500,Canada,59,Felixstowe,U.K.,Tanjung Pelepas,Malaysia
Aliquid Earum,Arkas Container Transport,1966,13300,Kenya,104,Piraeus,Greece,Singapore,Singapore
Minus Ex,Arkas Container Transport,1960,8900,Guinea-Bissau,28,New York-New Jersey,U.S.A.,Piraeus,Greece
Laudantium Et,Hapag-Lloyd,2003,16200,Suriname,79,Tanjung Pelepas,Malaysia,Xiamen,China
Dolores Eos,Maersk,1962,5900,Guyana,76,Kaohsiung,Taiwan,Port Klang,Malaysia
Enim Corporis,COSCO Shipping,1951,5100,Cayman Islands,25,Antwerp,Belgium,Singapore,Singapore
Magnam Veniam,Zhonggu Logistics,2015,11000,Comoros,81,Rotterdam,The Netherlands,Jawarharlal Nehru Port (Nhava Sheva),India
Delectus Qui,Evergreen Marine,1959,11600,Mali,119,Guangzhou Harbor,China,Bremen/Bremerhaven,Germany
Consectetur Id,Maersk,1954,1700,Equatorial Guinea,84,Jeddah,Saudi Arabia,Shenzhen,China
Sint Beatae,Pacific International Lines,2015,6800,Wallis and Futuna,28,Rizhao,China,Mundra,India
Porro Dolorem,CMA CGM,1995,9800,Niger,25,Jawarharlal Nehru Port (Nhava Sheva),India,Laem Chabang,Thailand
Dignissimos Non,Shandong International Transportation Corporation,1982,13500,Chile,50,Kaohsiung,Taiwan,Guangzhou Harbor,China
Ad Beatae,COSCO Shipping,1951,14100,Poland,43,Singapore,Singapore,Tianjin,China
Nobis Aliquam,Yang Ming Marine Transport Corporation,1952,16100,United Arab Emirates,110,Los Angeles,U.S.A.,Rotterdam,The Netherlands
Quibusdam Distinctio,Ocean Network Express,1967,15000,Uruguay,67,Ningbo-Zhoushan,China,Colombo,Sri Lanka
Ab Cupiditate,CMA CGM,1958,12300,Nepal,27,Hanshin Port,Japan,Jawarharlal Nehru Port (Nhava Sheva),India
Atque Et,Shandong International Transportation Corporation,1976,15100,Bouvet Island (Bouvetoya),106,Busan,South Korea,Antwerp,Belgium
Autem Dolorum,Shandong International Transportation Corporation,2004,16300,Turkmenistan,27,Guangzhou Harbor,China,Tanjung Priok,Indonesia
Repellat Iusto,Mediterranean Shipping Company,1991,14000,Isle of Man,75,Tokyo,Japan,Busan,South Korea
Maiores Quam,Mediterranean Shipping Company,1970,17600,Montenegro,100,Xiamen,China,Cai Mep,Vietnam
Inventore Voluptatem,COSCO Shipping,1996,15000,Bhutan,53,Busan,South Korea,Ho Chi Minh City,Vietnam
Incidunt Occaecati,Mediterranean Shipping Company,1972,13200,Burundi,74,Antwerp,Belgium,Nanjing,China
Consequuntur Et,Yang Ming Marine Transport Corporation,1974,8200,India,67,Singapore,Singapore,Hong Kong,China
Voluptatem Quis,COSCO Shipping,2006,14400,Romania,77,Tanjung Priok,Indonesia,Laem Chabang,Thailand
Culpa Nihil,Pacific International Lines,2001,15200,Netherlands Antilles,66,Xiamen,China,Bremen/Bremerhaven,Germany
Repudiandae Aut,Mediterranean Shipping Company,1969,17700,Western Sahara,111,Shanghai,China,Kaohsiung,Taiwan
Voluptas Facilis,Mediterranean Shipping Company,1982,16400,Czech Republic,119,Lianyunguang,China,Bremen/Bremerhaven,Germany
Quasi Id,Maersk,1961,7000,Burundi,99,Keihin Ports,Japan,Jebel Ali,United Arab Emirates
Quia Voluptatem,CMA CGM,1962,8100,China,36,Los Angeles,U.S.A.,Hong Kong,China
Aut Vero,Antong Holdings (QASC),1975,15600,Tokelau,33,Yingkou,China,Singapore,Singapore
Placeat Nulla,Ocean Network Express,2014,2100,Christmas Island,64,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Guangzhou Harbor,China
Minima Laborum,Mediterranean Shipping Company,1952,12600,United States Minor Outlying Islands,47,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Singapore,Singapore
Fugit Ea,Regional Container Lines,1962,4100,Vanuatu,57,Guangzhou Harbor,China,Jebel Ali,United Arab Emirates
Impedit Quam,CMA CGM,2009,11200,Cote d'Ivoire,50,Shenzhen,China,Bremen/Bremerhaven,Germany
Sit Reiciendis,Shandong International Transportation Corporation,2001,14200,Maldives,59,Busan,South Korea,Ningbo-Zhoushan,China
Porro Eius,X-Press Feeders,2016,7900,Guatemala,110,Guangzhou Harbor,China,Singapore,Singapore
Nam Aut,CMA CGM,1991,11800,Turkmenistan,84,Guangzhou Harbor,China,Rotterdam,The Netherlands
Rerum Voluptas,Ocean Network Express,2016,2700,Saint Vincent and the Grenadines,108,Shanghai,China,Singapore,Singapore
Commodi Voluptatibus,Maersk,1980,8000,Grenada,90,Hong Kong,China,Busan,South Korea
Sunt Doloremque,Hyundai Merchant Marine,1956,10900,Switzerland,99,Barcelona,Spain,Tanjung Priok,Indonesia
Velit Iure,Mediterranean Shipping Company,1962,14900,Israel,27,Hamburg,Germany,Xiamen,China
In Quis,Matson,1990,12100,Nigeria,21,Jebel Ali,United Arab Emirates,Colon,Panama
Pariatur Et,Korea Marine Transport Company [de],1967,11600,Guernsey,107,Rotterdam,The Netherlands,Hamburg,Germany
Sit Distinctio,Hapag-Lloyd,1954,14000,Sao Tome and Principe,22,Rotterdam,The Netherlands,Tianjin,China
Accusantium Quibusdam,COSCO Shipping,1969,5700,Indonesia,98,Keihin Ports,Japan,Shanghai,China
Aut Quis,Matson,2000,9700,South Africa,89,Port Klang,Malaysia,Shenzhen,China
Quos Est,Mediterranean Shipping Company,1973,12200,Gabon,49,Jebel Ali,United Arab Emirates,Shanghai,China
Omnis Cum,Mediterranean Shipping Company,2001,15900,Afghanistan,44,Singapore,Singapore,Jeddah,Saudi Arabia
Quis Omnis,Maersk,2016,8900,Italy,67,Laem Chabang,Thailand,Shanghai,China
Molestiae Tempore,Sinokor Merchant Marine,1957,8200,Saint Barthelemy,60,Hamburg,Germany,Shanghai,China
Ut Possimus,Hapag-Lloyd,2009,8000,Christmas Island,51,Keihin Ports,Japan,Tianjin,China
Molestiae Omnis,Sinotrans,1980,17200,Mexico,75,Shanghai,China,Cai Mep,Vietnam
Et Velit,COSCO Shipping,1971,11400,Paraguay,77,Fuzhou,China,Singapore,Singapore
Rerum Ad,CMA CGM,2008,17800,Micronesia,89,Hong Kong,China,Singapore,Singapore
Qui Et,COSCO Shipping,2004,15600,Brunei Darussalam,100,Shanghai,China,Ho Chi Minh City,Vietnam
Facilis Sed,CMA CGM,1958,15600,Reunion,70,Jawarharlal Nehru Port (Nhava Sheva),India,Yingkou,China
Ex Temporibus,Zhonggu Logistics,2000,8900,Tuvalu,114,Jeddah,Saudi Arabia,Shenzhen,China
Numquam Saepe,Ocean Network Express,2003,3400,Mauritius,113,Laem Chabang,Thailand,Manila,Philippines
Autem Autem,CMA CGM,2012,16100,French Guiana,68,Shanghai,China,Singapore,Singapore
Enim Quia,Hapag-Lloyd,1950,16200,Venezuela,104,Tanjung Priok,Indonesia,Rotterdam,The Netherlands
Earum Expedita,CMA CGM,1986,17600,Guadeloupe,91,Shanghai,China,Busan,South Korea
Ratione Dolor,Maersk,1979,2400,Bouvet Island (Bouvetoya),81,Busan,South Korea,Port Klang,Malaysia
Dicta Dignissimos,Swire,1992,2500,British Indian Ocean Territory (Chagos Archipelago),31,Shanghai,China,New York-New Jersey,U.S.A.
Dolorem Modi,Yang Ming Marine Transport Corporation,1954,4500,Cocos (Keeling) Islands,45,Port Klang,Malaysia,Nanjing,China
Ducimus Aut,Maersk,2002,12900,South Georgia and the South Sandwich Islands,94,Hanshin Port,Japan,Kaohsiung,Taiwan
Cupiditate Aperiam,Hapag-Lloyd,2008,15100,Oman,80,Tianjin,China,Bremen/Bremerhaven,Germany
Porro Et,Wan Hai Lines,1951,16800,Cayman Islands,78,Antwerp,Belgium,Fuzhou,China
Adipisci Repellendus,Maersk,1961,4700,Guam,66,Xiamen,China,Colon,Panama
Voluptas Eligendi,Maersk,1994,13600,Mozambique,28,Ningbo-Zhoushan,China,Algeciras,Spain
Nulla Sapiente,Unifeeder,1962,16700,United States Minor Outlying Islands,54,Colombo,Sri Lanka,Ningbo-Zhoushan,China
Laborum Dolor,Arkas Container Transport,2007,12700,Guernsey,107,Busan,South Korea,Ningbo-Zhoushan,China
Laudantium Sed,Maersk,1985,11000,Jamaica,66,Jebel Ali,United Arab Emirates,Santos,Brazil
Provident Omnis,CMA CGM,2007,16000,Barbados,113,Singapore,Singapore,Algeciras,Spain
Dignissimos Fuga,Maersk,1956,10200,"Virgin Islands, U.S.",114,Guangzhou Harbor,China,Tanjung Priok,Indonesia
Ipsa Sapiente,Maersk,1960,7800,Zambia,20,Ningbo-Zhoushan,China,Manila,Philippines
Omnis Aliquam,Yang Ming Marine Transport Corporation,2011,15300,Norway,74,Singapore,Singapore,Hong Kong,China
Voluptatem Nulla,Antong Holdings (QASC),1973,11400,Austria,107,Shenzhen,China,Jebel Ali,United Arab Emirates
Fuga Eaque,Maersk,1962,15400,India,42,Colombo,Sri Lanka,Xiamen,China
Quis Dolorum,COSCO Shipping,1982,16100,Madagascar,68,Los Angeles,U.S.A.,Singapore,Singapore
Aut Aliquam,Maersk,1984,13600,Iran,36,Dalian,China,Busan,South Korea
Ex Porro,Maersk,1975,11000,Guatemala,107,Hanshin Port,Japan,Hong Kong,China
Quisquam Consequatur,Hapag-Lloyd,1960,6900,Moldova,36,Antwerp,Belgium,Long Beach,U.S.A.
Ea Et,CMA CGM,1961,6300,Somalia,47,Antwerp,Belgium,Tanjung Pelepas,Malaysia
Repellat Deserunt,Evergreen Marine,1966,16900,Antarctica (the territory South of 60 deg S),106,Bremen/Bremerhaven,Germany,Jebel Ali,United Arab Emirates
Dolor Optio,COSCO Shipping,1993,17500,Malta,86,Qingdao,China,Busan,South Korea
Odit Maiores,Wan Hai Lines,2013,4300,Macao,40,Manila,Philippines,Guangzhou Harbor,China
Omnis Minus,Evergreen Marine,2010,16600,Samoa,58,Laem Chabang,Thailand,Shanghai,China
Sunt Aliquid,COSCO Shipping,1986,14700,Vietnam,40,Jebel Ali,United Arab Emirates,Keihin Ports,Japan
Quis Inventore,CMA CGM,1972,15100,Sao Tome and Principe,66,Hamburg,Germany,Ho Chi Minh City,Vietnam
Accusantium Sed,Mediterranean Shipping Company,1978,17700,Indonesia,114,Shanghai,China,Hamburg,Germany
Dolorum Et,Ocean Network Express,1995,10800,New Zealand,85,Dalian,China,Colon,Panama
Enim Aut,CMA CGM,1963,16500,Togo,23,Jebel Ali,United Arab Emirates,Hanshin Port,Japan
Mollitia Temporibus,Antong Holdings (QASC),1995,6400,Heard Island and McDonald Islands,41,Xiamen,China,Singapore,Singapore
Optio Aperiam,Maersk,1968,1400,Sweden,77,Shanghai,China,Barcelona,Spain
Praesentium Tenetur,COSCO Shipping,1955,6200,Puerto Rico,30,Cai Mep,Vietnam,Qingdao,China
Accusantium Qui,Mediterranean Shipping Company,2013,4600,Estonia,28,Busan,South Korea,Singapore,Singapore
Iste Voluptatem,CMA CGM,1979,9400,San Marino,92,Algeciras,Spain,Piraeus,Greece
Ut Velit,Maersk,1978,12600,Heard Island and McDonald Islands,79,Singapore,Singapore,Shanghai,China
Sed Debitis,COSCO Shipping,1984,11700,Seychelles,40,Keihin Ports,Japan,Tanjung Pelepas,Malaysia
Earum Illo,Antong Holdings (QASC),1982,15400,San Marino,117,Qingdao,China,Colombo,Sri Lanka
Sint Nisi,Maersk,1969,17700,Djibouti,89,Hanshin Port,Japan,Tianjin,China
Sed Animi,CMA CGM,1973,12400,Saudi Arabia,119,Tanger Med,Morocco,Singapore,Singapore
